grupo,tipo_de_producto,titulo,pais_revista,revista,issn,ano,vol,fasc,pags,doi,autor
URBANITAS,Publicado en revista especializada,Experiencias sobre preservación digital para bibliotecas y archivos: dos casos de estudio en Colombia,Colombia,Revista Interamericana De Bibliotecología,0120-0976,2018,41,N/A,267 - 276,N/A ,"ALVARO OSORIO TUBERQUIA, CARLOS SUAREZ QUICENO"
URBANITAS,Publicado en revista especializada,The e-Health internets,Colombia,Drugs And Addictive Behavior,2463-1779,2018,3,2,161 - 165,https://doi.org/10.21501/issn.2463-1779 ,EDWIN ANDRES SEPULVEDA CARDONA
URBANITAS,Publicado en revista especializada,Las internets de e-Salud,Colombia,Drugs And Addictive Behavior,2463-1779,2018,3,2,156 - 160,https://doi.org/10.21501/issn.2463-1779 ,EDWIN ANDRES SEPULVEDA CARDONA
URBANITAS,Publicado en revista especializada,e-Salud y el estado de las Apps para adicciones: un análisis articulado de los cibermedios para ecosistemas digitales pensados a la Atención Primaria en Salud,España,Salud y Drogas,1578-5319,2018,18,N/A,185 - 194,http://dx.doi.org/10.21134/haaj.v18i2.366 ,EDWIN ANDRES SEPULVEDA CARDONA
URBANITAS,Publicado en revista especializada,Desigualdad rural y conflicto interno armado en Colombia: un círculo vicioso,Chile,Izquierdas,0718-5049,2018,39,N/A,209 - 228,N/A ,"MONICA LUCIA GRANDA VIVEROS, JUAN DIEGO LOPEZ MEDINA, JORGE IVAN GAVIRIA MESA, RAFAEL VARGAS CANO"
URBANITAS,Publicado en revista especializada,Perfil del guerrillero que regresaría de la ilegalidad en la selva a la legalidad,Colombia,Revista Lasallista de Investigacion,1794-4449,2018,15,págs:,113 - 120,10.22507/rli.v15n1a13 ,"FERNANDO AQUILES DE LA SANTISI ARANGO NAVARRO, DELIO DAVID ARANGO NAVARRO"
URBANITAS,Publicado en revista especializada,Media Competencies for the Citizenship Training of Teachers from Andean America: Colombia and Ecuador,Brasil,Paideia,1982-4327,2017,27,66,80 - 89,http://dx.doi.org/10.1590/1982-43272766201710,"DIANA ELIZABETH RIVERA ROGEL, LIGIA INES ZULUAGA ARIA, NELIDA MARIA MONTOYA RAMIREZ, LUIS MIGUEL ROMERO RODRIGUEZ, JOSE IGNACIO AGUADED GOMEZ"
URBANITAS,Publicado en revista especializada,Formación de capacidades para fomentar el diálogo entre culturas,,"a través de las TIC  Colombia, Revista Lasallista de Investigacion",1794-4449,2016,13,1,116 - 125,10.22507/rli.v13n1a10 ,GABRIEL JAIME LOTERO ECHEVERRI
URBANITAS,Publicado en revista especializada,Semiótica de la Marca como herramienta para innovar en PYMES de Colombia,España,Revista Internacional De Humanidades,2253-6825,2016,5,1,118 - 130, ,GABRIEL JAIME LOTERO ECHEVERRI
URBANITAS,Publicado en revista especializada,Educación para la ciudadanía en la era de las wikis.,Colombia,Revista Poliantea,2145-3101,2014,10,19,199 - 212,10.15765/plnt.v10i19.579 ,GABRIEL JAIME LOTERO ECHEVERRI
URBANITAS,Publicado en revista especializada,Educar mientras se informa: una propuesta de resignificación de la prensa tradicional,Colombia,Signo y Pensamiento,0120-4823,2014,23,64,30 - 44,http://revistas.javeriana.edu.co/index.php/signoypensamiento/article/view/8503/6842 ,"NELIDA MARIA MONTOYA RAMIREZ, LIGIA INES ZULUAGA ARIAS"
URBANITAS,Publicado en revista especializada,Educar mientras se informa: una propuesta de resignificación de la prensa tradicional,Colombia,Signo y Pensamiento,0120-4823,2014,XXXIII,64,32 - 44, ,LIGIA INES ZULUAGA ARIAS
URBANITAS,Publicado en revista especializada,CONVERSACIONES AL SON DE LA RADIO,Colombia,Folios,0123-4870,2013,29,N/A,95 - 111, ,NUBIA AMPARO MESA GRANDA
URBANITAS,Publicado en revista especializada,Aprehenciones abiertas sobre el retorno de la educación a su elemento humanista,Colombia,Nodos Y Nudos,0122-4328,2013,4,35,108 - 112, ,PABLOANDRES HUERTAS OBREGOSO
URBANITAS,Publicado en revista especializada,Hay que competir para poder competir,España,Revista Internacional de Deportes Colectivos,1989-841X,2013,6,N/A,4 - 19, ,JUAN DIEGO LOPEZ MEDINA
URBANITAS,Publicado en revista especializada,EXPERIENCIASDE APRENDIZAJE SIGNIFICATIVAS CON JÓVENES. EL SENTIDO DE USAR LOS MEDIOS DE LA COMUNICACIÓN Y LAS NUEVAS TECNOLOGÍAS EN CONTEXTOS LOCALES,Colombia,Folios,0123-1022,2013,29,N/A,157 - 175, ,CESAR AUGUSTO TAPIAS HERNANDEZ
URBANITAS,Publicado en revista especializada,Entre ruinas,,"lugares y objetos residuales de la memoria. La memoria en la ciudad de Medellín  Chile, Bifurcaciones: Revista De Estudios Culturales Urbanos",0718-1132,2012,11,págs:,- , ,PAOLO ANTONIO VILLALBA STORTI
URBANITAS,Publicado en revista especializada,Estudio fotográfico: embellecimiento urbano y usuarios regulares de Ciudad Botero,Colombia,Revista Politecnica,1900-2351,2012,8,N/A,125 - 139, ,"FERNANDO AQUILES DE LA SANTISI ARANGO NAVARRO, KATHYA JEMIO ARNEZ"
URBANITAS,Publicado en revista especializada,De la Razón Práctica a la Razón Responsable,Colombia,Anagramas : Rumbos Y Sentidos De La Comunicación,1692-2522,2011,68,págs:,1 - 3, ,RAFAEL MAURICIO PARIS RESTREPO
URBANITAS,Publicado en revista especializada,Publicidad Social en Colombia,Colombia,Anagramas : Rumbos Y Sentidos De La Comunicación,1692-2522,2011,67,págs:,1 - 3, ,RAFAEL MAURICIO PARIS RESTREPO
URBANITAS,Publicado en revista especializada,Antagonistas en el cine de Hitchcock: Objetos Pérfidos y Experiencias Desencadenantes.,Colombia,Kinetoscopio,0121-3776,2011,21,95,59 - 60, ,RAFAEL MAURICIO PARIS RESTREPO
URBANITAS,Publicado en revista especializada,MICMACS: El Elogio de la Locura,Colombia,Kinetoscopio,0121-3776,2011,21,93,59 - 61, ,RAFAEL MAURICIO PARIS RESTREPO
URBANITAS,Publicado en revista especializada,El trabajo interdisciplinario: acercamiento y realidades. El caso de Educación,,"Ingeniería de Sistemas y Comunicación Social  Colombia, (0123-9864) Revista Fundación Universitaria Luis Amigó",0123-9864,2010,20,N/A,30 - 35, ,ANCIZAR VARGAS LEON
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,PEDRO LAÍN ENTRALGO: LA PARÁBOLA DEL SAMARITANO MISERICORDIOSO (Lc 10: 25-37) COMO PROPUESTA ANTROPOLÓGICA PARA LA ACTUALIDAD,Colombia,Perseitas,2346-1780,2021,9,págs:,187 - 211,10.21501/issn.2346-1780 ,"ANDRES ESCOBAR VASQUEZ, WILMAR EVELIO GIL VALENCIA, JONNY ALEXANDER GARCIA ECHEVERRI"
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,El libro de los signos (Jn 1,,Franciscanum.,0120-1468,2021,63,1,1 - 28,10.21500/01201468.5223 ,JUAN SEBASTIAN HERNANDEZ VALENCIA
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,El diálogo filosófico como aventura y experiencia que cura,Ecuador,Sophía: Colección de Filosofía de la Educación,1390-8626,2020,29,págs:,261 - 285,10.17163/soph.n29.2020.09 ,ANDRES ESCOBAR VASQUEZ
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Las Secciones Discursivas en Mateo: estudio de su estructura y patrones literarios,Argentina,Revista Biblica,0034-7078,2020,82,1-2,79 - 98, ,JUAN SEBASTIAN HERNANDEZ VALENCIA
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Explicaciones actuales sobre la presencia de Henoc en Ben Sira (Sir 16,,"7; 44, 16; 49, 14)  México, Revista Iberoamericana De Teología",1870-316X,2020,16,1,71 - 93, ,JUAN SEBASTIAN HERNANDEZ VALENCIA
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Pedro Laín Entralgo,,"una visión filosófica del cuerpo: Yo soy mi cuerpo  Colombia, Discusiones Filosoficas",0124-6127,2020,37,N/A,115 - 142,10.17151/difil.2020.21.37.7 ,"JONNY ALEXANDER GARCIA ECHEVERRI, NICOLAS DUQUE NARANJO, CONRADO DE JESUS GIRALDO ZULUAGA"
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Un Judío con muchos rostros: Exégesis y Teología en Filón de Alejandría,Colombia,Theologica Xaveriana,2011-219X,2020,70,págs:,1 - 25,10.11144/javeriana ,JUAN SEBASTIAN HERNANDEZ VALENCIA
FILOSOFIA Y TEOLOGIA CRITICA,Corto (Resumen),A propósito del nuevo número,Colombia,Revista Colombiana De Ciencias Sociales,2216-1201,2020,11,págs:,385 - 387,10.21501/22161201.3630 ,ANDRES ALFREDO CASTRILLON CASTRILLON
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,RESURRECCIÓN: Una lectura antropológica en clave relacional,Colombia,Perseitas,2346-1780,2020,8,N,199 - 226,10.21501/23461780.3587 ,"CAROLINA VILA PORRAS, JONATHAN STIVEN TOBON MONSALVE"
FILOSOFIA Y TEOLOGIA CRITICA,Corto (Resumen),Una nueva impronta: la publicación continua,Colombia,Perseitas,2346-1780,2020,8,N/A,IX - XII,10.21501/23461780.3532 ,DAVID ESTEBAN ZULUAGA MESA
FILOSOFIA Y TEOLOGIA CRITICA,Corto (Resumen),El conocimiento y los otros,Colombia,Revista Colombiana De Ciencias Sociales,2216-1201,2019,10,N/A,287 - 290,10.21501/22161201.3312 ,ANDRES ALFREDO CASTRILLON CASTRILLON
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Arte,,"religión y filosofía en Hegel y Hölderlin  Colombia, Perseitas",2346-1780,2019,7,N/A,321 - 339,10.21501/23461780.3294 ,ANDRES ALFREDO CASTRILLON CASTRILLON
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Pertinencia y actualidad de la pedagogía amigoniana,Colombia,Revista Colombiana De Educación,0120-3916,2019,1,N/A,1 - 24,10.17227/rce.num78-7045 ,"LUIS EDUARDO CORREDOR VARGAS, DAVID ESTEBAN ZULUAGA MESA"
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Neurología y la naturaleza de la experiencia religiosa,Colombia,Theologica Xaveriana,0120-3649,2019,187,1,1 - 24,doi: https://doi.org/10.11144/javeriana.tx69-187.nner ,JUAN CARLOS MUNERA MONTOYA
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Psicoanálisis y literatura: Elfriede Jelinek o la mujer al margen,Brasil,Revista de Letras,0101-3505,2018,58,2,97 - 107, ,KELLY VARGAS GARCIA
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Reflexiones en torno al concepto de participación ciudadana: consideraciones aristotélicas y neoaristotélicas,Colombia,Revista Filosofía Uis,1692-2484,2018,17,N/A,63 - 83, ,"JOEL ISAAC ROMAN NEGRONI, ANDRES FELIPE AGUDELO ZORRILLA"
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Sobre la Escuela de París: una nota sobre Jean Pierre Vernant y Marcel Detienne,,Perseitas,2346-1780,2018,6,N/A,13 - 21,10.21501/23461780.2681 ,LINA MARCELA DE LA MILAGROSA CADAVID RAMIREZ
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Posibilidades de una teoría de la paz elaborada desde una ética pragmatista del desarrollo humano en Colombia,Costa Rica,Revista De Filosofía De La Universidad De Costa Rica,0034-8252,2018,57,N/A,23 - 30, ,ANDRES FELIPE AGUDELO ZORRILLA
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,A-normalidad quebrada Reseña del libro ¡Y qué¿! De Víctor Raúl Jaramillo Restrepo,Colombia,Cuadernos De Literatura Del Caribe E Hispanoamérica,1794-8290,2017,26,N/A,163 - 165,10.15648/cl.26.2017.10 ,DAVID ESTEBAN ZULUAGA MESA
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,El amor de Dios se humaniza: una mirada desde las bienaventuranzas,Colombia,Cuestiones Teológicas,0120-131X,2017,44,101,43 - 66,10.18566/cueteo.v44n101.a03 ,CAROLINA VILA PORRAS
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Hölderlin y la religión,Colombia,Escritos,0120-1263,2017,25,N/A,83 - 101, http://dx.doi.org/10.18566/escr.v25n54.a05 ,ANDRES ALFREDO CASTRILLON CASTRILLON
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,La experiencia mística como práctica de desautomatización,Venezuela,Revista de Filosofia,0798-1171,2017,85,págs:,119 - 134, ,LINA MARCELA DE LA MILAGROSA CADAVID RAMIREZ
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Pensar la vacuidad,,"vaciar el pensamiento  Colombia, Perseitas",2346-1780,2017,5,N/A,14 - 17,10.21501/23461780.2245 ,LINA MARCELA DE LA MILAGROSA CADAVID RAMIREZ
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Creer para ver. Instauración del discurso milagroso entre la población del Nuevo Reino de Granada,,"siglos XVI, XVII y XVIII  España, Ilu. Revista De Ciencias De Las Religiones,",1135-4712,2016,21,1,185 - 210,http://dx.doi.org/10.5209/ILUR.53852 ,"JAIRO GUTIERREZ AVENDANO, LINA MARCELA SILVA RAMIREZ"
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Ludwig Wittgenstein: trascendiendo los límites de la cultura,Costa Rica,Revista De Filosofía De La Universidad De Costa Rica,0034-8252,2016,55,N/A,111 - 119,N/A ,DAVID ESTEBAN ZULUAGA MESA
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Epistemología seleccionista y epistemología no adaptacionista: panorama de algunos problemas en epistemología evolucionista,Colombia,Estudios De Filosofia,0121-3628,2016,54,N/A,23 - 44,http://dx.doi.org/10.17533/udea.ef.n54a03 ,LINA MARCELA DE LA MILAGROSA CADAVID RAMIREZ
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Pensar la experiencia mística desde la epistemología,Colombia,Perseitas,2346-1780,2016,4,N/A,139 - 152,http://dx.doi.org/10.21501/23461780.2010,LINA MARCELA DE LA MILAGROSA CADAVID RAMIREZ
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Formas de apropiación material e inmaterial del milagro entre la población neogranadina,,"siglos XVI, XVII y XVIII  Argentina, Memoria Americana",1851-3751,2016,24,1,7 - 31, ,"JAIRO GUTIERREZ AVENDANO, LINA MARCELA SILVA RAMIREZ"
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,De Apologética Trinitaria al Diálogo Interreligioso,Chile,Teologia y Vida,0717-6295,2016,57,1,95 - 115, http://dx.doi.org/10.4067/S0049-34492016000100004 ,JUAN CARLOS MUNERA MONTOYA
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Ludwig Wittgenstein: trascendiendo los límites de la cultura,Costa Rica,Revista De Filosofía De La Universidad De Costa Rica,0034-8252,2016,55,N/A,111 - 119,N/A ,DAVID ESTEBAN ZULUAGA MESA
FILOSOFIA Y TEOLOGIA CRITICA,Corto (Resumen),Per Se,Colombia,Perseitas,2346-1780,2016,4,N/A,11 - 13, http://dx.doi.org/10.21501/23461780.1800 ,DAVID ESTEBAN ZULUAGA MESA
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Leyendo a Heidegger,Colombia,Perseitas,2346-1780,2016,4,N/A,15 - 27,https://doi.org/10.21501/issn.2346-1780 ,ANDRES ALFREDO CASTRILLON CASTRILLON
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Concepción de la ley israelita en el nuevo testamento y la concepción que de ella tiene Jesús,Colombia,Cuestiones Teológicas,0120-131X,2015,42,N/A,483 - 510, ,CAROLINA VILA PORRAS
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Juegos filosóficos,,"una apuesta hacia la educación del siglo XXI  Colombia, Analisis",0120-8454,2015,47,86,119 - 139, ,"ERLEYSSON MUNOZ GUTIERREZ, PAOLA GIRALDO TOBON"
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Juegos Filosóficos,,"una apuesta hacia la educación del siglo XXI  Colombia, Analisis",0120-8454,2015,47,86,119 - 139, ,"PAOLA GIRALDO TOBON, ERLEYSSON MUNOZ GUTIERREZ"
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Posibilidades y obstáculos de la epistemología en la comprensión de la experiencia mística,Colombia,Escritos,0120-1263,2015,23,págs:,109 - 134, ,LINA MARCELA DE LA MILAGROSA CADAVID RAMIREZ
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Bioética y tecnología digital: una puerta a la investigación desde la perspectiva de las ciencias sociales,Colombia,Produccion y Limpia,1909-0455,2014,9,NA,101 - 117, ,"GONZALO JIMENEZ JARAMILLO, CONRADO DE JESUS GIRALDO ZULUAGA"
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Liberación y desautomatización. La experiencia mística en perspectiva naturalizada,Colombia,Ideas y Valores,0120-0062,2014,63,págs:,145 - 164, ,LINA MARCELA DE LA MILAGROSA CADAVID RAMIREZ
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Experiencia mística: hacia una definición naturalizada,Colombia,Praxis Filosófica,0120-4688,2014,39,págs:,135 - 155, ,LINA MARCELA DE LA MILAGROSA CADAVID RAMIREZ
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Hölderlin: sobre la religión,Colombia,Perseitas,2346-1780,2014,2,N/A,153 - 167,10.21501/23461780.1299 ,ANDRES ALFREDO CASTRILLON CASTRILLON
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,El vacío existencial y la pérdida del sentido de vida en el sujeto posmoderno: retos para el cristianismo del siglo XXI,Colombia,Cuestiones Teológicas,0120-131X,2014,41,N/A,425 - 444, ,PAULA ANDREA GIRALDO PATINO
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Contra intelectuales o la importancia de la filosofía,Colombia,Escritos,0120-1263,2014,22,N/A,519 - 520,N/A ,DAVID ESTEBAN ZULUAGA MESA
FILOSOFIA Y TEOLOGIA CRITICA,Corto (Resumen),Técnicas de reproducción asistida human ¿Disgregación del cuerpo femenino?,Colombia,Revista Lasallista de Investigacion,1794-4449,2014,11,1,225 - 225, ,VERONICA NARANJO QUINTERO
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Ser cristiano hoy a partir de la práctica de las bienaventuranzas,Colombia,Cuestiones Teológicas,0120-131X,2014,41,95,167 - 190, ,CAROLINA VILA PORRAS
FILOSOFIA Y TEOLOGIA CRITICA,Corto (Resumen),¿Y dónde quedó la universidad?,Colombia,Perseitas,2346-1780,2014,2,N/A,7 - 9, http://dx.doi.org/10.21501/23461780.1125 ,DAVID ESTEBAN ZULUAGA MESA
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Los sofistas: maestros de la areté política en la paideia griega,Colombia,Perseitas,2346-1780,2014,2,N/A,37 - 61,http://dx.doi.org/10.21501/23461780.1128 ,LINA MARCELA DE LA MILAGROSA CADAVID RAMIREZ
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,La epistemología evolucionista y el sentido de la verdad en Karl Popper,Colombia,Escritos,0120-1263,2013,21,N/A,449 - 462, ,JESUS DAVID GIRADO SIERRA
FILOSOFIA Y TEOLOGIA CRITICA,Corto (Resumen),La teología como ciencia aplicada al deporte,Brasil,Revista Brasileira De Ciência & Movimento,0103-1716,2013,10,21,170 - 170, ,JONATHAN ANDRES RUA PENAGOS
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,De la exégesis de las bienaventuranzas a su praxis cristiana. Mt 5,,"3-10  Colombia, Cuestiones Teológicas",0120-131X,2013,40,N/A,173 - 196, ,CAROLINA VILA PORRAS
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Mística y espiritualidad deportivas,Colombia,Viref Revista De Educación Física,2322-9411,2013,2,2,24 - 34, ,JONATHAN ANDRES RUA PENAGOS
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,El papel de la emoción y los procesos cognitivos en la construcción de textos e hipertextos: la descentralización del pensamiento en el actuar humano,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2013,13,25,1 - 11,10.21501/16920945.643 ,JONATHAN ANDRES RUA PENAGOS
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,La gimnasia como ejercicio espiritual en Platón,Colombia,Viref Revista De Educación Física,2322-9411,2013,2,1,128 - 135, ,JONATHAN ANDRES RUA PENAGOS
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Conocimiento como reconocimiento en el pensamiento místico-filosófico de la India: una comprensión intercultural a partir del pensamiento de Raimon Panikkar,Colombia,Colección Teología Y Sociedad,1794-4325,2012,10,10,71 - 88, ,LINA MARCELA DE LA MILAGROSA CADAVID RAMIREZ
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Pasividad mística y desautomatización: una comprensión naturalizada de la experiencia mística,Colombia,Co-herencia,1794-5887,2012,9,17,195 - 217, ,LINA MARCELA DE LA MILAGROSA CADAVID RAMIREZ
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Teología y deporte: análisis crítico del deporte en Colombia a la luz de la fe,Colombia,Educación Física Y Deporte,0120-677X,2012,31,1,873 - 880, ,JONATHAN ANDRES RUA PENAGOS
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Teología y cuerpos femeninos,Colombia,La Voz Del Semillero,2011-8015,2012,5,N/A,44 - 52, ,"JONATHAN ANDRES RUA PENAGOS, ISABEL MARIN, VERONICA NARANJO QUINTERO"
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Teología cuerpos femeninos Colombia,,La Voz Del Semillero,2011-8015,2012,5,N/A,44 - 52, ,VERONICA NARANJO QUINTERO
FILOSOFIA Y TEOLOGIA CRITICA,Publicado en revista especializada,Presupuestos antropológicos y epistemológicos para una Teología del Deporte,Colombia,Cuestiones Teológicas,0120-131X,2012,39,91,139 - 158, ,JONATHAN ANDRES RUA PENAGOS
